N,P,K,temperature,humidity,pH,rainfall,label,Plant_Category,EC (mS/cm) Range,Ca (ppm) Range,Mg (ppm) Range,Na (ppm) Range (Max)
1,20,25,21.8225,65.7554,7.2376,68.5543,Ficus carica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
83,33,30,17.4121,74.34,7.3706,85.5793,Petroselinum crispum ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
19,12,1,17.1956,72.8921,5.9017,144.4459,Citrus limon ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
96,48,19,31.1366,82.2245,6.2282,149.2535,Citrullus lanatus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
76,29,36,20.7321,65.7469,6.7452,12.4578,Melissa officinalis ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
24,13,56,21.5658,53.5123,6.1186,11.8492,Thymus vulgaris ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
4,11,0,22.1174,73.6466,6.0043,40.203,Citrus medica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
105,42,125,19.7718,74.2988,6.6962,66.1397,Apium graveolens ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
72,32,48,16.6234,56.3804,7.8378,56.6405,Hordeum vulgare ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
63,41,76,20.0927,50.472,6.5368,61.1005,Pimpinella anisum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
90,14,50,24.6064,48.6468,7.2642,11.9001,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
100,44,58,27.0748,59.8791,8.0346,34.7533,Gossypium barbadense ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
111,65,134,23.0674,89.3671,5.9613,169.5742,Colocasia esculenta ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
85,46,96,19.1582,58.5908,7.9071,48.9103,Allium cepa ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
61,33,67,20.1458,58.1853,6.437,54.4974,Pimpinella anisum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
44,35,57,15.3593,60.439,7.2616,44.2875,Cuminum cyminum ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
89,24,39,26.2491,56.4593,6.5871,47.1324,Hibiscus sabdariffa ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
88,47,88,16.2147,65.3369,7.7979,43.1469,Allium sativum ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
84,44,42,13.0487,67.5905,7.6723,26.7629,Brassica rapa ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
9,13,41,17.1972,70.2183,5.6169,96.3439,Pyrus communis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
100,37,58,26.9771,77.9205,5.9433,94.8713,Cucumis melo var. cantalupensis ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
71,68,123,26.9552,62.5501,5.9486,79.0298,Ipomoea batatas ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
26,41,69,22.9881,61.8751,6.5623,39.9964,Linum usitatissimum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
50,78,122,26.6164,61.3913,6.3666,94.3222,Arachis hypogaea ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
48,20,41,17.8876,56.4267,7.1531,35.4236,Nigella sativa ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
94,58,111,22.6565,85.1534,5.5082,35.9622,Zingiber officinale ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
33,7,52,12.6172,70.2699,6.5068,110.7662,Prunus domestica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
132,61,156,28.6977,73.8036,7.2678,123.7729,Cucumis sativus ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
82,21,45,30.6274,59.9032,7.9039,69.8714,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
100,32,57,12.3029,48.4322,7.3198,42.5312,Pimpinella anisum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
65,35,53,17.7173,56.3407,7.1807,60.3046,Carum carvi ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
87,47,131,28.2183,64.9686,5.8188,91.8736,Arachis hypogaea ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
135,49,42,14.8633,73.2882,7.7756,41.0354,Lactuca sativa ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
42,32,32,19.8139,60.5624,6.8746,33.3801,Pimpinella anisum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
102,26,52,19.0827,72.5404,7.6,62.2695,Mentha piperita ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
97,29,48,25.6632,67.4066,6.3018,80.8192,Hibiscus sabdariffa ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
165,46,127,19.0456,77.381,8.0696,54.1006,Capsicum annuum var. grossum ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
44,22,56,17.1727,57.2919,7.591,23.0335,Salvia officinalis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
144,61,129,26.2772,70.2569,7.5515,46.2365,Solanum tuberosum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
43,40,77,16.3497,61.8325,6.9161,45.9937,Pimpinella anisum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
70,41,34,22.0605,56.3841,7.5932,33.3729,Foeniculum vulgare ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
24,5,0,15.6628,73.6057,6.8895,77.5133,Diospyros kaki ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
32,23,11,13.5472,65.1717,6.4013,109.9565,Prunus domestica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
101,31,112,9.9019,65.8436,7.5833,45.4173,Vitis vinifera ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
59,37,38,28.4313,58.9721,8.0737,31.124,Portulaca oleracea ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
107,66,85,19.4714,65.3774,7.2269,94.7846,Vitis vinifera ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
33,21,28,22.7369,75.6497,6.3569,46.1054,Prunus persica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
104,36,68,36.5424,79.3559,5.9156,128.4257,Curcuma longa ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
105,58,42,17.8794,67.2245,6.9958,39.9182,Brassica nigra ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
29,13,0,19.2144,80.0523,5.9915,95.6328,Prunus persica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
49,19,25,21.2214,52.864,7.5627,49.0512,Salvia officinalis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
41,28,44,19.5256,58.3123,8.2118,68.4007,Origanum majorana ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
75,33,52,19.1014,64.0692,7.1273,63.465,Coriandrum sativum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
0,15,24,21.3476,61.8844,7.199,110.2258,Ficus carica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
163,56,116,24.847,84.7398,6.8384,84.2912,Cucumis sativus ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
121,43,99,22.4293,82.5332,6.9257,68.1435,Apium graveolens ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
0,7,36,35.4864,32.0675,8.3349,21.5234,Simmondsia chinensis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
99,52,71,25.1581,64.003,7.2414,63.0045,Helianthus annuus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
27,14,1,15.4817,69.5887,6.2245,124.2501,Citrus aurantium ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
28,54,95,33.0826,60.3456,6.1238,47.8977,Arachis hypogaea ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
5,22,15,19.9398,46.8329,7.5252,3.6966,Salvia officinalis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
67,30,94,27.9704,78.2345,6.2282,72.5609,Curcuma longa ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
39,10,61,16.5843,75.1096,7.0206,61.3223,Rosa damascena ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
65,55,94,21.9773,62.5413,7.3837,53.6913,Glycine max ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
101,79,100,25.9414,81.4611,6.0322,132.3165,Colocasia esculenta ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
51,43,108,25.1934,78.5789,6.0608,32.119,Phaseolus vulgaris ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
140,28,28,28.5331,61.6881,8.42,74.8659,Corchorus olitorius ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
0,16,41,25.9427,30.2356,7.9146,25.2269,Artemisia herba-alba ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
19,29,22,32.3999,53.1292,7.5463,0.7668,Phoenix dactylifera ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
141,42,54,22.9783,63.2326,8.2691,0.0,Zea mays var. indentata ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
99,35,16,21.4017,58.1852,5.6517,15.6371,Hibiscus sabdariffa ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
22,56,69,15.3282,61.8424,7.8044,20.2865,Cicer arietinum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
102,51,58,24.4674,70.9876,6.5603,92.774,Mentha piperita ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
55,32,24,30.4812,48.7556,7.8634,61.1708,Portulaca oleracea ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
56,58,89,17.3752,90.0086,6.2045,48.6672,Phaseolus vulgaris ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
140,57,132,20.1573,57.7905,7.7953,64.8224,Beta vulgaris ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
38,28,48,15.0077,55.8,6.364,37.1585,Thymus vulgaris ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
50,38,68,13.093,63.675,7.645,62.5768,Allium sativum ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
83,34,70,12.6133,67.6784,7.4221,51.6664,Allium sativum ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
90,37,43,32.031,55.1068,7.1431,22.3503,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
166,43,80,20.327,65.4735,7.5437,40.89,Zea mays ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
13,24,35,23.5074,46.5896,8.1809,139.7971,Punica granatum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
70,44,111,15.9865,70.799,7.1174,48.0177,Beta vulgaris var. conditiva ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
4,3,28,23.0295,61.3174,6.785,75.1706,Ficus carica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
58,31,84,24.785,63.4286,6.6989,82.7639,Arachis hypogaea ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
114,48,104,21.883,73.4488,7.1097,86.1509,Cucurbita pepo ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
17,4,33,13.7815,73.6425,7.3371,59.686,Diospyros kaki ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
52,68,98,27.7613,62.7707,7.1747,55.181,Vigna unguiculata ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
46,23,29,30.2151,74.5276,5.7901,17.0034,Jasminum grandiflorum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
77,41,31,27.323,47.0231,7.2562,39.4129,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
60,32,44,21.8997,69.682,8.4568,52.6569,Triticum aestivum ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
86,35,68,28.2635,51.8355,8.5099,71.4142,Pennisetum glaucum ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
40,57,33,24.1707,75.3222,6.8042,89.2683,Carica papaya ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
35,32,17,23.3156,51.9446,6.4658,146.2095,Psidium guajava ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
13,54,51,19.4811,65.7923,6.7862,44.3125,Lens culinaris ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
154,43,117,19.0774,76.5054,6.6705,66.7735,Brassica oleracea var. italica ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
140,40,111,15.6616,75.2732,6.7089,37.241,Brassica oleracea var. botrytis ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
61,36,51,17.5605,59.6235,6.6784,20.3025,Carum carvi ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
83,84,155,26.0337,72.0407,6.5368,93.8206,Colocasia esculenta ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
86,16,47,15.6095,60.1211,7.3394,31.8167,Origanum majorana ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
99,63,114,26.526,79.6052,6.3266,116.1595,Musa acuminata ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
5,11,35,23.4454,43.2793,6.122,200.7233,Mangifera indica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
52,36,59,13.3906,61.7701,6.7183,44.8247,Ammi visnaga ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
41,64,104,29.9709,64.3284,6.6705,36.5667,Vigna unguiculata ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
160,35,61,30.452,77.7,8.9074,66.8901,Corchorus olitorius ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
17,19,62,31.4359,41.6028,7.6793,101.6602,Punica granatum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
28,17,32,16.9426,65.8712,5.8499,80.8271,Prunus domestica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
51,56,64,28.875,55.2622,6.9057,83.9,Vigna unguiculata ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
129,54,40,28.8182,58.2206,6.7744,61.0507,Helianthus annuus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
33,54,57,18.9682,60.1858,8.884,31.7792,Cicer arietinum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
59,44,62,17.665,58.2035,7.1069,23.0989,Hordeum vulgare ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
0,3,51,21.4595,32.3158,7.6344,23.2921,Phoenix dactylifera ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
85,58,106,24.5036,67.2863,6.819,87.4971,Vitis vinifera ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
25,51,84,16.4373,78.6389,6.5277,74.9136,Pisum sativum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
62,30,33,24.3138,74.8248,6.4249,85.7247,Jasminum grandiflorum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
31,79,99,25.2293,71.8973,6.6251,98.5242,Arachis hypogaea ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
104,50,124,20.6964,73.6468,7.3208,28.0674,Beta vulgaris var. conditiva ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
106,78,117,23.8127,85.3617,6.3918,95.4016,Colocasia esculenta ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
83,39,96,33.5489,64.6884,5.8941,86.6708,Manihot esculenta ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
63,54,136,27.3465,70.5606,5.404,54.3477,Ipomoea batatas ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
23,14,23,28.5585,31.2129,7.5018,17.9428,Simmondsia chinensis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
14,19,35,13.5224,67.7927,7.2247,77.169,Citrus medica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
19,44,54,21.6553,62.2994,7.6867,54.2972,Ammi visnaga ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
34,74,115,11.9589,77.2233,7.7171,38.762,Pisum sativum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
170,61,112,25.4697,68.5839,7.1992,38.9166,Saccharum officinarum ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
88,54,55,21.1587,65.6,7.4097,34.5493,Anethum graveolens ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
50,58,95,18.7457,69.4813,6.9524,51.8182,Phaseolus vulgaris ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
52,50,66,23.1319,47.0871,7.6911,50.2058,Ammi majus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
29,19,43,31.419,39.0671,8.6792,22.7015,Phoenix dactylifera ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
82,32,75,13.341,71.6521,7.2126,50.8204,Allium sativum ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
130,47,71,21.4382,77.0695,6.962,103.0365,Ocimum basilicum ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
152,31,65,26.3842,58.2768,8.1631,55.4882,Zea mays var. everta ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
82,51,137,27.1996,83.147,5.036,72.2543,Ipomoea batatas ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
43,60,78,18.0291,51.4668,7.5833,31.4478,Cicer arietinum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
97,49,94,27.2794,80.9067,6.6947,90.9873,Musa acuminata ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
40,39,52,18.4337,61.0652,7.6422,48.8432,Nigella sativa ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
136,53,66,30.1529,62.9622,8.1495,87.8781,Zea mays var. indentata ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
103,85,163,10.0834,72.3569,6.2837,77.245,Fragaria × ananassa ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
31,13,14,30.4289,74.5666,7.4814,32.3284,Artemisia herba-alba ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
44,48,50,14.2722,62.6941,7.2058,30.5304,Brassica rapa ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
78,53,30,22.1371,52.7741,7.8416,31.0541,Cuminum cyminum ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
118,38,86,29.9294,56.0621,8.011,25.2294,Sorghum bicolor ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
81,55,64,10.1416,59.6684,8.3956,67.3967,Triticum aestivum ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
110,46,48,31.166,60.0694,8.5374,12.4825,Gossypium barbadense ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
91,31,33,24.2694,53.7459,8.0167,51.4976,Portulaca oleracea ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
104,31,64,26.2781,82.8483,6.5911,96.6813,Cucumis melo ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
43,42,50,25.7135,80.2146,6.7004,98.6937,Carica papaya ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
96,21,17,25.2774,57.3108,6.7254,63.0475,Hibiscus sabdariffa ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
131,47,68,28.7843,64.3271,7.6026,83.6487,Corchorus olitorius ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
111,40,42,30.0623,51.1478,8.2773,34.2939,Pennisetum glaucum ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
23,17,61,17.2516,61.2581,7.0702,60.2629,Olea europaea ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
35,1,29,30.6721,32.1816,8.456,2.2283,Simmondsia chinensis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
136,43,64,17.9822,75.1222,6.8635,81.1588,Apium graveolens ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
59,40,40,21.5832,55.1683,7.3125,16.0697,Cuminum cyminum ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
0,6,0,30.6526,54.4812,7.308,50.38,Ficus sycomorus ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
24,15,17,30.7221,64.1031,5.286,102.6563,Psidium guajava ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
109,41,95,25.6266,70.5656,7.1657,98.1767,Cucurbita moschata ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
130,32,38,14.6318,70.8214,7.7688,30.8688,Spinacia oleracea ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
150,31,65,26.5414,60.6459,8.2203,26.6274,Zea mays ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
108,80,150,18.2305,74.9899,7.6601,29.1135,Solanum tuberosum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
51,47,46,18.3305,66.7107,7.453,29.625,Matricaria chamomilla ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
12,14,43,18.7416,62.7431,7.7015,96.7985,Ficus carica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
158,41,130,29.3589,70.9667,7.9757,56.3684,Solanum lycopersicum ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
42,18,45,27.1405,74.3318,6.8414,126.2119,Jasminum grandiflorum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
18,21,24,27.5629,40.3696,5.3417,209.2412,Mangifera indica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
80,35,49,24.7535,44.5412,7.1387,33.4886,Pennisetum glaucum ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
53,35,43,22.5676,76.8379,7.7205,75.7168,Mentha piperita ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
21,0,20,31.2417,26.4071,8.2282,16.8189,Ziziphus spina-christi ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
